codigo_upz,nombre_upz,codigo_localidad,ano,poblacion_total,poblacion_hombres,poblacion_mujeres,poblacion_0_14,poblacion_15_59,poblacion_60_mas
017,SAN JOSE DE BAVARIA,11,2020,49996.0,23199.0,26797.0,10327.0,30535.0,9134.0
018,BRITALIA,11,2020,90709.0,41987.0,48722.0,21970.0,55619.0,13120.0
019,EL PRADO,11,2020,102564.0,46968.0,55596.0,21782.0,61353.0,19429.0
020,LA ALHAMBRA,11,2020,41777.0,18835.0,22942.0,7214.0,24100.0,10463.0
023,CASA BLANCA SUBA,11,2020,58206.0,26939.0,31267.0,14964.0,34318.0,8924.0
024,NIZA,11,2020,81374.0,37201.0,44173.0,17001.0,46066.0,18307.0
025,LA FLORESTA,11,2020,43922.0,19925.0,23997.0,10279.0,25047.0,8596.0
027,SUBA,11,2020,176206.0,82530.0,93676.0,45250.0,109893.0,21063.0
028,EL RINCON,11,2020,283353.0,135863.0,147490.0,75975.0,173490.0,33888.0
071,TIBABUYES,11,2020,288707.0,139685.0,149022.0,82880.0,180585.0,25242.0
021,LOS ANDES,12,2020,29418.0,13310.0,16108.0,5440.0,18267.0,5711.0
022,DOCE DE OCTUBRE,12,2020,70278.0,34195.0,36083.0,16366.0,42460.0,11452.0
098,LOS ALCAZARES,12,2020,42184.0,20738.0,21446.0,8785.0,25953.0,7446.0
103,PARQUE SALITRE,12,2020,1385.0,735.0,650.0,350.0,800.0,235.0
100,GALERIAS,13,2020,37449.0,16899.0,20550.0,6927.0,24043.0,6479.0
101,TEUSAQUILLO,13,2020,28222.0,12889.0,15333.0,4977.0,18215.0,5030.0
104,PARQUE SIMON BOLIVAR - CAN,13,2020,3244.0,1634.0,1610.0,482.0,2079.0,683.0
106,LA ESMERALDA,13,2020,39784.0,17267.0,22517.0,7831.0,22811.0,9142.0
107,QUINTA PAREDES,13,2020,28200.0,12310.0,15890.0,5234.0,17543.0,5423.0
109,CIUDAD SALITRE ORIENTAL,13,2020,24323.0,10570.0,13753.0,5764.0,14825.0,3734.0
037,SANTA ISABEL,14,2020,43999.0,19573.0,24426.0,10202.0,27627.0,6170.0
102,LA SABANA,14,2020,39591.0,18208.0,21383.0,9129.0,25501.0,4961.0
035,CIUDAD JARDIN,15,2020,25932.0,12228.0,13704.0,6161.0,15583.0,4188.0
038,RESTREPO,15,2020,55540.0,26311.0,29229.0,13112.0,33346.0,9082.0
040,CIUDAD MONTES,16,2020,101210.0,47929.0,53281.0,23047.0,61082.0,17081.0
041,MUZU,16,2020,58711.0,27936.0,30775.0,13174.0,35634.0,9903.0
043,SAN RAFAEL,16,2020,73044.0,34864.0,38180.0,16919.0,44162.0,11963.0
108,ZONA INDUSTRIAL,16,2020,6356.0,3194.0,3162.0,1750.0,3915.0,691.0
111,PUENTE ARANDA,16,2020,11647.0,9133.0,2514.0,1796.0,8962.0,889.0
094,LA CANDELARIA,17,2020,17611.0,9154.0,8457.0,3302.0,11475.0,2834.0
036,SAN JOSE,18,2020,48254.0,22835.0,25419.0,11916.0,28869.0,7469.0
039,QUIROGA,18,2020,91576.0,44141.0,47435.0,22697.0,54158.0,14721.0
053,MARCO FIDEL SUAREZ,18,2020,47295.0,22663.0,24632.0,13507.0,28016.0,5772.0
054,MARRUECOS,18,2020,118359.0,62107.0,56252.0,32809.0,73261.0,12289.0
055,DIANA TURBAY,18,2020,74589.0,36018.0,38571.0,22545.0,43209.0,8835.0
063,EL MOCHUELO,19,2020,32.0,17.0,15.0,9.0,20.0,3.0
064,MONTE BLANCO,19,2020,6037.0,3073.0,2964.0,2105.0,3421.0,511.0
065,ARBORIZADORA,19,2020,81550.0,39214.0,42336.0,22030.0,50585.0,8935.0
066,SAN FRANCISCO,19,2020,70470.0,34687.0,35783.0,20418.0,41466.0,8586.0
067,LUCERO,19,2020,159778.0,79761.0,80017.0,52032.0,91676.0,16070.0
068,EL TESORO,19,2020,52339.0,26201.0,26138.0,17312.0,30651.0,4376.0
069,ISMAEL PERDOMO,19,2020,162089.0,79792.0,82297.0,47667.0,99422.0,15000.0
070,JERUSALEM,19,2020,99537.0,49085.0,50452.0,31107.0,58652.0,9778.0
001,PASEO DE LOS LIBERTADORES,01,2021,2647.0,1299.0,1348.0,677.0,1664.0,306.0
009,VERBENAL,01,2021,128069.0,60579.0,67490.0,36029.0,78528.0,13512.0
010,LA URIBE,01,2021,35264.0,16130.0,19134.0,9375.0,20920.0,4969.0
011,SAN CRISTOBAL NORTE,01,2021,71443.0,33878.0,37565.0,19361.0,42827.0,9255.0
012,TOBERIN,01,2021,61776.0,28370.0,33406.0,14253.0,36521.0,11002.0
013,LOS CEDROS,01,2021,131393.0,58182.0,73211.0,24922.0,75199.0,31272.0
014,USAQUEN,01,2021,42163.0,19974.0,22189.0,9458.0,24567.0,8138.0
015,COUNTRY CLUB,01,2021,25590.0,11458.0,14132.0,5332.0,13370.0,6888.0
016,SANTA BARBARA,01,2021,72349.0,32528.0,39821.0,14249.0,40152.0,17948.0
088,EL REFUGIO,02,2021,40298.0,18154.0,22144.0,9233.0,22073.0,8992.0
089,SAN ISIDRO - PATIOS,02,2021,17155.0,8524.0,8631.0,5100.0,10317.0,1738.0
090,PARDO RUBIO,02,2021,51772.0,25406.0,26366.0,11437.0,34393.0,5942.0
097,CHICO LAGO,02,2021,37408.0,17561.0,19847.0,7980.0,22139.0,7289.0
099,CHAPINERO,02,2021,25706.0,12820.0,12886.0,3917.0,18446.0,3343.0
091,SAGRADO CORAZON,03,2021,11006.0,5467.0,5539.0,2172.0,7371.0,1463.0
092,LA MACARENA,03,2021,12324.0,5987.0,6337.0,2449.0,7925.0,1950.0
093,LAS NIEVES,03,2021,17153.0,8845.0,8308.0,3410.0,11441.0,2302.0
095,LAS CRUCES,03,2021,20908.0,10506.0,10402.0,5647.0,12653.0,2608.0
096,LOURDES,03,2021,45366.0,21992.0,23374.0,13261.0,26923.0,5182.0
032,SAN BLAS,04,2021,103207.0,49537.0,53670.0,29408.0,61585.0,12214.0
033,SOSIEGO,04,2021,43916.0,21218.0,22698.0,10888.0,26465.0,6563.0
034,20 DE JULIO,04,2021,80363.0,38752.0,41611.0,20407.0,48407.0,11549.0
050,LA GLORIA,04,2021,96020.0,46376.0,49644.0,27473.0,56681.0,11866.0
051,LOS LIBERTADORES,04,2021,77489.0,37467.0,40022.0,23096.0,45709.0,8684.0
052,LA FLORA,05,2021,19520.0,9756.0,9764.0,6313.0,11200.0,2007.0
056,DANUBIO,05,2021,55825.0,27194.0,28631.0,17826.0,33666.0,4333.0
057,GRAN YOMASA,05,2021,130703.0,64039.0,66664.0,37788.0,76701.0,16214.0
058,COMUNEROS,05,2021,98248.0,48423.0,49825.0,29000.0,58253.0,10995.0
059,ALFONSO LOPEZ,05,2021,52072.0,25928.0,26144.0,15982.0,31035.0,5055.0
060,PARQUE ENTRENUBES,05,2021,1125.0,582.0,543.0,421.0,629.0,75.0
061,CIUDAD USME,05,2021,26509.0,12947.0,13562.0,8485.0,15673.0,2351.0
042,VENECIA,06,2021,139114.0,68245.0,70869.0,36289.0,83954.0,18871.0
062,TUNJUELITO,06,2021,41044.0,20580.0,20464.0,11393.0,24287.0,5364.0
049,APOGEO,07,2021,36361.0,17642.0,18719.0,8851.0,21021.0,6489.0
084,BOSA OCCIDENTAL,07,2021,199192.0,98370.0,100822.0,57749.0,121748.0,19695.0
085,BOSA CENTRAL,07,2021,236939.0,115484.0,121455.0,66344.0,139197.0,31398.0
086,EL PORVENIR,07,2021,140995.0,68262.0,72733.0,43008.0,86431.0,11556.0
087,TINTAL SUR,07,2021,109406.0,52063.0,57343.0,34208.0,67276.0,7922.0
044,AMERICAS,08,2021,79077.0,37587.0,41490.0,18563.0,47035.0,13479.0
045,CARVAJAL,08,2021,89671.0,43499.0,46172.0,21572.0,53787.0,14312.0
046,CASTILLA,08,2021,141451.0,67585.0,73866.0,35133.0,87697.0,18621.0
047,KENNEDY CENTRAL,08,2021,93778.0,44587.0,49191.0,21416.0,54556.0,17806.0
048,TIMIZA,08,2021,140696.0,67751.0,72945.0,35403.0,84014.0,21279.0
078,TINTAL NORTE,08,2021,29761.0,14004.0,15757.0,8814.0,18419.0,2528.0
079,CALANDAIMA,08,2021,130745.0,62239.0,68506.0,37817.0,82036.0,10892.0
080,CORABASTOS,08,2021,56584.0,28391.0,28193.0,16582.0,35385.0,4617.0
081,GRAN BRITALIA,08,2021,62666.0,30730.0,31936.0,17068.0,37631.0,7967.0
082,PATIO BONITO,08,2021,138944.0,69358.0,69586.0,40166.0,85527.0,13251.0
083,LAS MARGARITAS,08,2021,31145.0,14906.0,16239.0,9283.0,19363.0,2499.0
113,BAVARIA,08,2021,40320.0,18916.0,21404.0,10068.0,24173.0,6079.0
075,FONTIBON,09,2021,136660.0,64582.0,72078.0,32653.0,83074.0,20933.0
076,FONTIBON SAN PABLO,09,2021,34491.0,16785.0,17706.0,9318.0,21342.0,3831.0
077,ZONA FRANCA,09,2021,63044.0,29267.0,33777.0,17382.0,40159.0,5503.0
110,CIUDAD SALITRE OCCIDENTAL,09,2021,45643.0,21354.0,24289.0,8781.0,28371.0,8491.0
112,GRANJAS DE TECHO,09,2021,50364.0,23123.0,27241.0,13290.0,30915.0,6159.0
114,MODELIA,09,2021,44325.0,20296.0,24029.0,9110.0,26246.0,8969.0
115,CAPELLANIA,09,2021,18161.0,8486.0,9675.0,4166.0,11413.0,2582.0
117,AEROPUERTO EL DORADO,09,2021,844.0,564.0,280.0,126.0,666.0,52.0
026,LAS FERIAS,10,2021,100981.0,48062.0,52919.0,22204.0,61350.0,17427.0
029,MINUTO DE DIOS,10,2021,110623.0,52103.0,58520.0,25064.0,64997.0,20562.0
030,BOYACA REAL,10,2021,128085.0,60891.0,67194.0,29308.0,78470.0,20307.0
031,SANTA CECILIA,10,2021,67314.0,31523.0,35791.0,14150.0,39867.0,13297.0
072,BOLIVIA,10,2021,83541.0,38057.0,45484.0,16727.0,51991.0,14823.0
073,GARCES NAVAS,10,2021,167267.0,78956.0,88311.0,39422.0,102905.0,24940.0
074,ENGATIVA,10,2021,141423.0,68502.0,72921.0,38109.0,89609.0,13705.0
105,JARDIN BOTANICO,10,2021,2802.0,1617.0,1185.0,633.0,1944.0,225.0
116,ALAMOS,10,2021,12064.0,5664.0,6400.0,2791.0,7797.0,1476.0
002,LA ACADEMIA,11,2021,4950.0,2404.0,2546.0,1805.0,2759.0,386.0
003,GUAYMARAL,11,2021,2572.0,1243.0,1329.0,684.0,1580.0,308.0
017,SAN JOSE DE BAVARIA,11,2021,50751.0,23537.0,27214.0,10335.0,30725.0,9691.0
018,BRITALIA,11,2021,93332.0,43166.0,50166.0,22329.0,56866.0,14137.0
019,EL PRADO,11,2021,104197.0,47710.0,56487.0,21829.0,61749.0,20619.0
020,LA ALHAMBRA,11,2021,42402.0,19106.0,23296.0,7178.0,24179.0,11045.0
023,CASA BLANCA SUBA,11,2021,59907.0,27716.0,32191.0,15228.0,35061.0,9618.0
024,NIZA,11,2021,82715.0,37822.0,44893.0,17024.0,46279.0,19412.0
025,LA FLORESTA,11,2021,44926.0,20369.0,24557.0,10360.0,25376.0,9190.0
027,SUBA,11,2021,180217.0,84396.0,95821.0,45837.0,111789.0,22591.0
028,EL RINCON,11,2021,287705.0,137932.0,149773.0,76298.0,175269.0,36138.0
071,TIBABUYES,11,2021,295200.0,142794.0,152406.0,84024.0,184085.0,27091.0
021,LOS ANDES,12,2021,30191.0,13767.0,16424.0,5641.0,18673.0,5877.0
022,DOCE DE OCTUBRE,12,2021,72231.0,35421.0,36810.0,16954.0,43477.0,11800.0
098,LOS ALCAZARES,12,2021,43051.0,21332.0,21719.0,9024.0,26413.0,7614.0
103,PARQUE SALITRE,12,2021,1403.0,749.0,654.0,356.0,807.0,240.0
100,GALERIAS,13,2021,38906.0,17154.0,21752.0,7246.0,24898.0,6762.0
101,TEUSAQUILLO,13,2021,29285.0,13065.0,16220.0,5206.0,18839.0,5240.0
104,PARQUE SIMON BOLIVAR - CAN,13,2021,3368.0,1667.0,1701.0,506.0,2148.0,714.0
106,LA ESMERALDA,13,2021,41449.0,17560.0,23889.0,8214.0,23653.0,9582.0
107,QUINTA PAREDES,13,2021,29288.0,12477.0,16811.0,5485.0,18143.0,5660.0
109,CIUDAD SALITRE ORIENTAL,13,2021,25583.0,10849.0,14734.0,6115.0,15519.0,3949.0
037,SANTA ISABEL,14,2021,44074.0,18900.0,25174.0,10270.0,27848.0,5956.0
102,LA SABANA,14,2021,39352.0,17463.0,21889.0,9118.0,25471.0,4763.0
035,CIUDAD JARDIN,15,2021,26268.0,12238.0,14030.0,6378.0,15727.0,4163.0
038,RESTREPO,15,2021,55933.0,26181.0,29752.0,13485.0,33457.0,8991.0
040,CIUDAD MONTES,16,2021,102110.0,48383.0,53727.0,23139.0,61288.0,17683.0
041,MUZU,16,2021,59251.0,28212.0,31039.0,13218.0,35782.0,10251.0
043,SAN RAFAEL,16,2021,73554.0,35157.0,38397.0,16937.0,44252.0,12365.0
108,ZONA INDUSTRIAL,16,2021,6485.0,3264.0,3221.0,1779.0,3979.0,727.0
111,PUENTE ARANDA,16,2021,11967.0,9447.0,2520.0,1849.0,9186.0,932.0
094,LA CANDELARIA,17,2021,17877.0,9223.0,8654.0,3318.0,11645.0,2914.0
036,SAN JOSE,18,2021,48638.0,22941.0,25697.0,11994.0,28899.0,7745.0
039,QUIROGA,18,2021,92339.0,44351.0,47988.0,22857.0,54217.0,15265.0
053,MARCO FIDEL SUAREZ,18,2021,47422.0,22580.0,24842.0,13537.0,27919.0,5966.0
054,MARRUECOS,18,2021,120322.0,63170.0,57152.0,33395.0,74058.0,12869.0
055,DIANA TURBAY,18,2021,75239.0,36184.0,39055.0,22732.0,43319.0,9188.0
063,EL MOCHUELO,19,2021,32.0,17.0,15.0,9.0,20.0,3.0
064,MONTE BLANCO,19,2021,6264.0,3197.0,3067.0,2183.0,3530.0,551.0
065,ARBORIZADORA,19,2021,82911.0,39996.0,42915.0,22385.0,51127.0,9399.0
066,SAN FRANCISCO,19,2021,71133.0,35122.0,36011.0,20591.0,41549.0,8993.0
067,LUCERO,19,2021,161414.0,80835.0,80579.0,52515.0,92044.0,16855.0
068,EL TESORO,19,2021,53173.0,26696.0,26477.0,17584.0,30969.0,4620.0
069,ISMAEL PERDOMO,19,2021,164019.0,80979.0,83040.0,48232.0,100055.0,15732.0
070,JERUSALEM,19,2021,100946.0,49930.0,51016.0,31522.0,59142.0,10282.0
001,PASEO DE LOS LIBERTADORES,01,2022,2668.0,1304.0,1364.0,687.0,1661.0,320.0
009,VERBENAL,01,2022,130135.0,61530.0,68605.0,36767.0,79090.0,14278.0
010,LA URIBE,01,2022,36200.0,16553.0,19647.0,9640.0,21271.0,5289.0
011,SAN CRISTOBAL NORTE,01,2022,72208.0,34231.0,37977.0,19631.0,42847.0,9730.0
012,TOBERIN,01,2022,62443.0,28660.0,33783.0,14428.0,36488.0,11527.0
013,LOS CEDROS,01,2022,133253.0,59004.0,74249.0,25256.0,75221.0,32776.0
014,USAQUEN,01,2022,42683.0,20245.0,22438.0,9582.0,24566.0,8535.0
015,COUNTRY CLUB,01,2022,25864.0,11574.0,14290.0,5376.0,13300.0,7188.0
016,SANTA BARBARA,01,2022,73401.0,33027.0,40374.0,14430.0,40160.0,18811.0
088,EL REFUGIO,02,2022,40933.0,18508.0,22425.0,9555.0,21951.0,9427.0
089,SAN ISIDRO - PATIOS,02,2022,17516.0,8730.0,8786.0,5345.0,10328.0,1843.0
090,PARDO RUBIO,02,2022,52835.0,26006.0,26829.0,12011.0,34512.0,6312.0
097,CHICO LAGO,02,2022,38025.0,17922.0,20103.0,8288.0,22076.0,7661.0
099,CHAPINERO,02,2022,26109.0,13064.0,13045.0,4111.0,18449.0,3549.0
091,SAGRADO CORAZON,03,2022,11132.0,5529.0,5603.0,2254.0,7352.0,1526.0
092,LA MACARENA,03,2022,12272.0,5960.0,6312.0,2497.0,7763.0,2012.0
093,LAS NIEVES,03,2022,17170.0,8855.0,8315.0,3516.0,11268.0,2386.0
095,LAS CRUCES,03,2022,20821.0,10459.0,10362.0,5751.0,12378.0,2692.0
096,LOURDES,03,2022,45176.0,21896.0,23280.0,13483.0,26344.0,5349.0
032,SAN BLAS,04,2022,104153.0,49973.0,54180.0,29685.0,61557.0,12911.0
033,SOSIEGO,04,2022,44223.0,21383.0,22840.0,10956.0,26358.0,6909.0
034,20 DE JULIO,04,2022,80655.0,38881.0,41774.0,20475.0,48055.0,12125.0
050,LA GLORIA,04,2022,96400.0,46542.0,49858.0,27595.0,56322.0,12483.0
051,LOS LIBERTADORES,04,2022,78174.0,37783.0,40391.0,23325.0,45670.0,9179.0
052,LA FLORA,05,2022,19840.0,9954.0,9886.0,6439.0,11246.0,2155.0
056,DANUBIO,05,2022,57201.0,27964.0,29237.0,18366.0,34150.0,4685.0
057,GRAN YOMASA,05,2022,132517.0,65168.0,67349.0,38405.0,76762.0,17350.0
058,COMUNEROS,05,2022,99803.0,49385.0,50418.0,29553.0,58473.0,11777.0
059,ALFONSO LOPEZ,05,2022,52924.0,26453.0,26471.0,16308.0,31195.0,5421.0
060,PARQUE ENTRENUBES,05,2022,1146.0,596.0,550.0,434.0,633.0,79.0
061,CIUDAD USME,05,2022,27430.0,13446.0,13984.0,8827.0,16032.0,2571.0
042,VENECIA,06,2022,140278.0,69213.0,71065.0,37115.0,83246.0,19917.0
062,TUNJUELITO,06,2022,41198.0,20777.0,20421.0,11602.0,23959.0,5637.0
049,APOGEO,07,2022,36136.0,17329.0,18807.0,8700.0,21166.0,6270.0
084,BOSA OCCIDENTAL,07,2022,199180.0,97295.0,101885.0,56966.0,123009.0,19205.0
085,BOSA CENTRAL,07,2022,236848.0,114107.0,122741.0,65505.0,140973.0,30370.0
086,EL PORVENIR,07,2022,142453.0,68167.0,74286.0,42883.0,88161.0,11409.0
087,TINTAL SUR,07,2022,111676.0,52534.0,59142.0,34393.0,69354.0,7929.0
044,AMERICAS,08,2022,78631.0,37470.0,41161.0,18010.0,46539.0,14082.0
045,CARVAJAL,08,2022,89178.0,43374.0,45804.0,20910.0,53267.0,15001.0
046,CASTILLA,08,2022,141432.0,67749.0,73683.0,34342.0,87508.0,19582.0
047,KENNEDY CENTRAL,08,2022,93255.0,44455.0,48800.0,20742.0,53921.0,18592.0
048,TIMIZA,08,2022,139924.0,67560.0,72364.0,34351.0,83291.0,22282.0
078,TINTAL NORTE,08,2022,30128.0,14180.0,15948.0,8757.0,18674.0,2697.0
079,CALANDAIMA,08,2022,132640.0,63309.0,69331.0,37674.0,83306.0,11660.0
080,CORABASTOS,08,2022,56274.0,28304.0,27970.0,16115.0,35296.0,4863.0
081,GRAN BRITALIA,08,2022,62322.0,30640.0,31682.0,16557.0,37396.0,8369.0
082,PATIO BONITO,08,2022,138192.0,69157.0,69035.0,39033.0,85208.0,13951.0
083,LAS MARGARITAS,08,2022,31598.0,15162.0,16436.0,9268.0,19653.0,2677.0
113,BAVARIA,08,2022,40719.0,19155.0,21564.0,9942.0,24328.0,6449.0
075,FONTIBON,09,2022,137938.0,65062.0,72876.0,32566.0,83041.0,22331.0
076,FONTIBON SAN PABLO,09,2022,34814.0,16911.0,17903.0,9315.0,21403.0,4096.0
077,ZONA FRANCA,09,2022,64309.0,29795.0,34514.0,17618.0,40746.0,5945.0
110,CIUDAD SALITRE OCCIDENTAL,09,2022,46162.0,21582.0,24580.0,8771.0,28356.0,9035.0
112,GRANJAS DE TECHO,09,2022,51855.0,23765.0,28090.0,13561.0,31597.0,6697.0
114,MODELIA,09,2022,44745.0,20445.0,24300.0,9079.0,26146.0,9520.0
115,CAPELLANIA,09,2022,18330.0,8548.0,9782.0,4159.0,11415.0,2756.0
117,AEROPUERTO EL DORADO,09,2022,867.0,581.0,286.0,132.0,678.0,57.0
026,LAS FERIAS,10,2022,100848.0,48054.0,52794.0,21845.0,60790.0,18213.0
029,MINUTO DE DIOS,10,2022,110485.0,52100.0,58385.0,24634.0,64357.0,21494.0
030,BOYACA REAL,10,2022,128093.0,60973.0,67120.0,28882.0,77931.0,21280.0
031,SANTA CECILIA,10,2022,67328.0,31574.0,35754.0,13936.0,39501.0,13891.0
072,BOLIVIA,10,2022,83628.0,38130.0,45498.0,16535.0,51601.0,15492.0
073,GARCES NAVAS,10,2022,167954.0,79373.0,88581.0,39020.0,102713.0,26221.0
074,ENGATIVA,10,2022,142004.0,68860.0,73144.0,37766.0,89760.0,14478.0
105,JARDIN BOTANICO,10,2022,2855.0,1650.0,1205.0,639.0,1976.0,240.0
116,ALAMOS,10,2022,12067.0,5668.0,6399.0,2764.0,7752.0,1551.0
002,LA ACADEMIA,11,2022,5112.0,2484.0,2628.0,1852.0,2840.0,420.0
003,GUAYMARAL,11,2022,2639.0,1276.0,1363.0,695.0,1612.0,332.0
017,SAN JOSE DE BAVARIA,11,2022,51427.0,23881.0,27546.0,10335.0,30804.0,10288.0
018,BRITALIA,11,2022,95524.0,44242.0,51282.0,22544.0,57790.0,15190.0
019,EL PRADO,11,2022,105550.0,48373.0,57177.0,21754.0,61904.0,21892.0
020,LA ALHAMBRA,11,2022,42971.0,19389.0,23582.0,7137.0,24160.0,11674.0
023,CASA BLANCA SUBA,11,2022,61345.0,28412.0,32933.0,15395.0,35602.0,10348.0
024,NIZA,11,2022,83808.0,38359.0,45449.0,16938.0,46282.0,20588.0
025,LA FLORESTA,11,2022,45760.0,20774.0,24986.0,10383.0,25569.0,9808.0
027,SUBA,11,2022,183548.0,86027.0,97521.0,46116.0,113220.0,24212.0
028,EL RINCON,11,2022,291464.0,139851.0,151613.0,76287.0,176580.0,38597.0
071,TIBABUYES,11,2022,300683.0,145585.0,155098.0,84664.0,186815.0,29204.0
021,LOS ANDES,12,2022,30881.0,14263.0,16618.0,5855.0,18805.0,6221.0
022,DOCE DE OCTUBRE,12,2022,73982.0,36739.0,37243.0,17591.0,43917.0,12474.0
098,LOS ALCAZARES,12,2022,43864.0,22008.0,21856.0,9315.0,26536.0,8013.0
103,PARQUE SALITRE,12,2022,1424.0,769.0,655.0,367.0,808.0,249.0
100,GALERIAS,13,2022,38779.0,16819.0,21960.0,7363.0,24455.0,6961.0
101,TEUSAQUILLO,13,2022,29162.0,12800.0,16362.0,5288.0,18487.0,5387.0
104,PARQUE SIMON BOLIVAR - CAN,13,2022,3358.0,1641.0,1717.0,517.0,2106.0,735.0
106,LA ESMERALDA,13,2022,41410.0,17248.0,24162.0,8341.0,23203.0,9866.0
107,QUINTA PAREDES,13,2022,29189.0,12221.0,16968.0,5570.0,17795.0,5824.0
109,CIUDAD SALITRE ORIENTAL,13,2022,25759.0,10739.0,15020.0,6264.0,15398.0,4097.0
037,SANTA ISABEL,14,2022,44044.0,18472.0,25572.0,10389.0,27472.0,6183.0
102,LA SABANA,14,2022,39098.0,16980.0,22118.0,9193.0,24980.0,4925.0
035,CIUDAD JARDIN,15,2022,26591.0,12381.0,14210.0,6639.0,15579.0,4373.0
038,RESTREPO,15,2022,56367.0,26369.0,29998.0,13970.0,33002.0,9395.0
040,CIUDAD MONTES,16,2022,102749.0,48883.0,53866.0,23268.0,60848.0,18633.0
041,MUZU,16,2022,59644.0,28517.0,31127.0,13292.0,35543.0,10809.0
043,SAN RAFAEL,16,2022,73898.0,35501.0,38397.0,17000.0,43889.0,13009.0
108,ZONA INDUSTRIAL,16,2022,6581.0,3329.0,3252.0,1810.0,3994.0,777.0
111,PUENTE ARANDA,16,2022,12251.0,9733.0,2518.0,1912.0,9335.0,1004.0
094,LA CANDELARIA,17,2022,18143.0,9292.0,8851.0,3334.0,11815.0,2994.0
036,SAN JOSE,18,2022,48881.0,23033.0,25848.0,12062.0,28684.0,8135.0
039,QUIROGA,18,2022,92843.0,44538.0,48305.0,22994.0,53828.0,16021.0
053,MARCO FIDEL SUAREZ,18,2022,47496.0,22537.0,24959.0,13587.0,27651.0,6258.0
054,MARRUECOS,18,2022,121803.0,64075.0,57728.0,33937.0,74249.0,13617.0
055,DIANA TURBAY,18,2022,75673.0,36333.0,39340.0,22923.0,43097.0,9653.0
063,EL MOCHUELO,19,2022,32.0,16.0,16.0,10.0,19.0,3.0
064,MONTE BLANCO,19,2022,6436.0,3297.0,3139.0,2241.0,3600.0,595.0
065,ARBORIZADORA,19,2022,83904.0,40644.0,43260.0,22634.0,51299.0,9971.0
066,SAN FRANCISCO,19,2022,71601.0,35493.0,36108.0,20680.0,41401.0,9520.0
067,LUCERO,19,2022,162557.0,81732.0,80825.0,52807.0,91887.0,17863.0
068,EL TESORO,19,2022,53795.0,27118.0,26677.0,17780.0,31098.0,4917.0
069,ISMAEL PERDOMO,19,2022,165388.0,81968.0,83420.0,48619.0,100103.0,16666.0
070,JERUSALEM,19,2022,102007.0,50653.0,51354.0,31823.0,59270.0,10914.0
001,PASEO DE LOS LIBERTADORES,01,2023,2690.0,1311.0,1379.0,692.0,1664.0,334.0
009,VERBENAL,01,2023,131999.0,62338.0,69661.0,37297.0,79744.0,14958.0
010,LA URIBE,01,2023,37014.0,16902.0,20112.0,9832.0,21611.0,5571.0
011,SAN CRISTOBAL NORTE,01,2023,72939.0,34538.0,38401.0,19804.0,42974.0,10161.0
012,TOBERIN,01,2023,63068.0,28914.0,34154.0,14525.0,36551.0,11992.0
013,LOS CEDROS,01,2023,134973.0,59710.0,75263.0,25423.0,75420.0,34130.0
014,USAQUEN,01,2023,43160.0,20475.0,22685.0,9650.0,24618.0,8892.0
015,COUNTRY CLUB,01,2023,26128.0,11677.0,14451.0,5387.0,13287.0,7454.0
016,SANTA BARBARA,01,2023,74375.0,33458.0,40917.0,14512.0,40267.0,19596.0
088,EL REFUGIO,02,2023,41543.0,18786.0,22757.0,9863.0,21957.0,9723.0
089,SAN ISIDRO - PATIOS,02,2023,17839.0,8893.0,8946.0,5573.0,10350.0,1916.0
090,PARDO RUBIO,02,2023,53836.0,26494.0,27342.0,12548.0,34704.0,6584.0
097,CHICO LAGO,02,2023,38608.0,18211.0,20397.0,8582.0,22105.0,7921.0
099,CHAPINERO,02,2023,26491.0,13253.0,13238.0,4293.0,18498.0,3700.0
091,SAGRADO CORAZON,03,2023,11247.0,5560.0,5687.0,2354.0,7345.0,1548.0
092,LA MACARENA,03,2023,12253.0,5925.0,6328.0,2578.0,7656.0,2019.0
093,LAS NIEVES,03,2023,17203.0,8835.0,8368.0,3652.0,11145.0,2406.0
095,LAS CRUCES,03,2023,20786.0,10396.0,10390.0,5930.0,12159.0,2697.0
096,LOURDES,03,2023,45098.0,21758.0,23340.0,13863.0,25876.0,5359.0
032,SAN BLAS,04,2023,105092.0,50363.0,54729.0,30042.0,61532.0,13518.0
033,SOSIEGO,04,2023,44546.0,21534.0,23012.0,11052.0,26286.0,7208.0
034,20 DE JULIO,04,2023,81050.0,39024.0,42026.0,20623.0,47790.0,12637.0
050,LA GLORIA,04,2023,96862.0,46707.0,50155.0,27815.0,56028.0,13019.0
051,LOS LIBERTADORES,04,2023,78878.0,38075.0,40803.0,23623.0,45646.0,9609.0
052,LA FLORA,05,2023,20151.0,10134.0,10017.0,6565.0,11304.0,2282.0
056,DANUBIO,05,2023,58494.0,28656.0,29838.0,18879.0,34618.0,4997.0
057,GRAN YOMASA,05,2023,134412.0,66232.0,68180.0,39062.0,77007.0,18343.0
058,COMUNEROS,05,2023,101345.0,50270.0,51075.0,30114.0,58771.0,12460.0
059,ALFONSO LOPEZ,05,2023,53774.0,26934.0,26840.0,16640.0,31392.0,5742.0
060,PARQUE ENTRENUBES,05,2023,1169.0,612.0,557.0,442.0,643.0,84.0
061,CIUDAD USME,05,2023,28258.0,13879.0,14379.0,9143.0,16353.0,2762.0
042,VENECIA,06,2023,141537.0,70015.0,71522.0,37984.0,82909.0,20644.0
