sector,ruta,archivo,formato,tamano_mb,error_lectura,encoding,separador,crs,geometria,filas_totales,filas_muestra,columnas,n_unnamed,n_cols_vacias,filas_titulo_omitidas,pct_nulos_total,duplicados,columnas_territoriales,variables_numericas,variables_categoricas,variables_temporales,variables_espaciales,encoding_legacy,muestra_por_performance,bbox_fuera_bogota,problemas_detectados,capa_hoja
raw,raw\INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,gpkg,4373.059,,,,,,0.0,,3.0,0,0,0,,,,0,0,0,0,False,True,False,"sin_columna_territorial, muestra_por_performance",fras_aux_PGeo
raw,raw\INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,gpkg,4373.059,,,,,,0.0,,6.0,0,0,0,,,,0,0,0,0,False,True,False,"sin_columna_territorial, muestra_por_performance",fras_blk_PGeo
raw,raw\INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,gpkg,4373.059,,,,,,0.0,,18.0,0,0,0,,,,0,0,0,0,False,True,False,"sin_columna_territorial, muestra_por_performance",fras_bnd_PGeo
raw,raw\INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,INFRAESTRUCTURA_ESPACIO_PUBLICO\gpkg_mr_v03.26\gpkg_mr_v03.26.gpkg,gpkg,4373.059,,,,,,0.0,,3.0,0,0,0,,,,0,0,0,0,False,True,False,"sin_columna_territorial, muestra_por_performance",fras_ras_PGeo
raw,raw\INFRAESTRUCTURA_ESPACIO_PUBLICO\ips.gpkg,INFRAESTRUCTURA_ESPACIO_PUBLICO\ips.gpkg,gpkg,1.32,,,,EPSG:4326,Point,2900.0,500.0,27.0,0,0,0,0.0,0.0,barrio,1,23,0,0,False,False,False,sin_alertas,ips
raw,raw\MODELO_TERRITORIAL\poligonos_localidades.geojson,MODELO_TERRITORIAL\poligonos_localidades.geojson,geojson,2.251,,,,EPSG:4326,Polygon,20.0,20.0,7.0,0,0,0,0.0,0.0,"LOCAADMINI, LOCAREA",3,2,0,0,False,False,False,sin_alertas,
raw,raw\MOVILIDAD\conexion_operacional.geojson,MOVILIDAD\conexion_operacional.geojson,geojson,0.005,,,,EPSG:4326,Point,13.0,13.0,13.0,0,0,0,30.77,0.0,,4,7,0,2,False,False,False,sin_columna_territorial,
raw,raw\MOVILIDAD\estaciones_linea1.geojson,MOVILIDAD\estaciones_linea1.geojson,geojson,0.009,,,,EPSG:4979,MultiPolygon,16.0,16.0,7.0,0,0,0,0.0,0.0,,3,4,0,0,False,False,False,sin_columna_territorial,
raw,raw\MOVILIDAD\estaciones_linea2.gpkg,MOVILIDAD\estaciones_linea2.gpkg,gpkg,0.109,,,,EPSG:4686,MultiPolygon,11.0,11.0,6.0,0,0,0,0.0,0.0,,3,3,0,0,False,False,False,sin_columna_territorial,estacionessegundalinea
raw,raw\MOVILIDAD\estaciones_troncales.geojson,MOVILIDAD\estaciones_troncales.geojson,geojson,0.13,,,,EPSG:4326,Point,153.0,153.0,25.0,0,0,0,16.42,0.0,,9,13,0,0,False,False,False,sin_columna_territorial,
raw,raw\MOVILIDAD\flota_vinculada_sitp_2024-12.csv,MOVILIDAD\flota_vinculada_sitp_2024-12.csv,csv,1.213,,latin-1,;,,,,10518.0,14.0,0,0,0,0.21,0.0,,2,11,0,0,True,False,False,"sin_columna_territorial, encoding_legacy",
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,zip,114.772,,,,,,11.0,,,0,0,0,,,,0,0,0,0,False,False,False,gtfs_completo,contenido_zip
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,7.0,7.0,0,0,0,0.0,0.0,,2,5,0,0,False,False,False,sin_columna_territorial,agency.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,1024.0,7.0,0,0,0,0.0,0.0,,2,4,0,0,False,False,False,sin_columna_territorial,routes.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,2000.0,9.0,0,0,0,22.64,0.0,location_type,6,2,0,0,False,False,False,sin_alertas,stops.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,2000.0,5.0,0,0,0,20.0,0.0,,4,0,0,0,False,False,False,sin_columna_territorial,trips.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,2000.0,7.0,0,0,0,0.0,0.0,,3,4,0,0,False,False,False,sin_columna_territorial,stop_times.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,7.0,10.0,0,0,0,0.0,0.0,,10,0,0,0,False,False,False,sin_columna_territorial,calendar.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,126.0,3.0,0,0,0,0.0,0.0,,3,0,0,0,False,False,False,sin_columna_territorial,calendar_dates.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,2000.0,4.0,0,0,0,0.0,0.0,,4,0,0,0,False,False,False,sin_columna_territorial,shapes.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,14.0,4.0,0,0,0,0.0,0.0,,1,3,0,0,False,False,False,sin_columna_territorial,frequencies.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,1.0,7.0,0,0,0,14.29,0.0,,6,1,0,0,False,False,False,sin_columna_territorial,fare_attributes.txt
raw,raw\MOVILIDAD\gtfs_sitp_2026-04-29.zip,MOVILIDAD\gtfs_sitp_2026-04-29.zip,gtfs_txt,114.772,,,,,,,1.0,7.0,0,0,0,0.0,0.0,,3,4,0,0,False,False,False,sin_columna_territorial,feed_info.txt
raw,raw\MOVILIDAD\paraderos_zonales_sitp.gpkg,MOVILIDAD\paraderos_zonales_sitp.gpkg,gpkg,2.395,,,,EPSG:4686,Point,7653.0,500.0,16.0,0,0,0,0.01,0.0,localidad_,4,10,0,0,False,False,False,sin_alertas,Paraderos
raw,raw\MOVILIDAD\retorno_operacional.geojson,MOVILIDAD\retorno_operacional.geojson,geojson,0.023,,,,EPSG:4326,Point,47.0,47.0,18.0,0,0,0,22.22,0.0,,5,8,0,2,False,False,False,sin_columna_territorial,
raw,raw\MOVILIDAD\servicios_rutas_troncales_zonales.csv,MOVILIDAD\servicios_rutas_troncales_zonales.csv,csv,0.22,,utf-8,",",,,,682.0,32.0,0,0,0,2.33,0.0,"loc_orig, loc_dest",14,14,0,0,False,False,False,sin_alertas,
raw,raw\MOVILIDAD\trazado_linea2.gpkg,MOVILIDAD\trazado_linea2.gpkg,gpkg,0.117,,,,EPSG:4686,MultiLineString,1.0,1.0,4.0,0,0,0,0.0,0.0,,3,1,0,0,False,False,False,sin_columna_territorial,trazadosegundalinea
raw,raw\MOVILIDAD\trazados_troncales.geojson,MOVILIDAD\trazados_troncales.geojson,geojson,0.112,,,,EPSG:4326,"LineString, MultiLineString",20.0,20.0,14.0,0,0,0,0.0,0.0,,5,6,0,0,False,False,False,sin_columna_territorial,
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-01 TM Resumen de Validaciones Troncales al 31 Ene 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-01 TM Resumen de Validaciones Troncales al 31 Ene 2024 Intervalo 15 Mint.xlsx,xlsx,12.484,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-01 TM Resumen de Validaciones Troncales al 31 Ene 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-01 TM Resumen de Validaciones Troncales al 31 Ene 2024 Intervalo 15 Mint.xlsx,xlsx,12.484,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-02 TM Resumen de Validaciones Troncales al 29 Feb 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-02 TM Resumen de Validaciones Troncales al 29 Feb 2024 Intervalo 15 Mint.xlsx,xlsx,12.131,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,30,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-02 TM Resumen de Validaciones Troncales al 29 Feb 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-02 TM Resumen de Validaciones Troncales al 29 Feb 2024 Intervalo 15 Mint.xlsx,xlsx,12.131,,,,,,,5.0,32.0,0,0,0,41.25,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-03 TM Resumen de Validaciones Troncales al 31 Mar 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-03 TM Resumen de Validaciones Troncales al 31 Mar 2024 Intervalo 15 Mint.xlsx,xlsx,12.129,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-03 TM Resumen de Validaciones Troncales al 31 Mar 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-03 TM Resumen de Validaciones Troncales al 31 Mar 2024 Intervalo 15 Mint.xlsx,xlsx,12.129,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-04 TM Resumen de Validaciones Troncales al 30 Abr 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-04 TM Resumen de Validaciones Troncales al 30 Abr 2024 Intervalo 15 Mint.xlsx,xlsx,12.421,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-04 TM Resumen de Validaciones Troncales al 30 Abr 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-04 TM Resumen de Validaciones Troncales al 30 Abr 2024 Intervalo 15 Mint.xlsx,xlsx,12.421,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-05 TM Resumen de Validaciones Troncales al 31 May 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-05 TM Resumen de Validaciones Troncales al 31 May 2024 Intervalo 15 Mint.xlsx,xlsx,12.394,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-05 TM Resumen de Validaciones Troncales al 31 May 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-05 TM Resumen de Validaciones Troncales al 31 May 2024 Intervalo 15 Mint.xlsx,xlsx,12.394,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-06 TM Resumen de Validaciones Troncales al 30 Jun 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-06 TM Resumen de Validaciones Troncales al 30 Jun 2024 Intervalo 15 Mint.xlsx,xlsx,12.973,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-06 TM Resumen de Validaciones Troncales al 30 Jun 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-06 TM Resumen de Validaciones Troncales al 30 Jun 2024 Intervalo 15 Mint.xlsx,xlsx,12.973,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-07 TM Resumen de Validaciones Troncales al 31 Jul 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-07 TM Resumen de Validaciones Troncales al 31 Jul 2024 Intervalo 15 Mint.xlsx,xlsx,12.886,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-07 TM Resumen de Validaciones Troncales al 31 Jul 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-07 TM Resumen de Validaciones Troncales al 31 Jul 2024 Intervalo 15 Mint.xlsx,xlsx,12.886,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-08 TM Resumen de Validaciones Troncales al 31 Ago 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-08 TM Resumen de Validaciones Troncales al 31 Ago 2024 Intervalo 15 Mint.xlsx,xlsx,13.424,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-08 TM Resumen de Validaciones Troncales al 31 Ago 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-08 TM Resumen de Validaciones Troncales al 31 Ago 2024 Intervalo 15 Mint.xlsx,xlsx,13.424,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-09 TM Resumen de Validaciones Troncales al 30 Sep 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-09 TM Resumen de Validaciones Troncales al 30 Sep 2024 Intervalo 15 Mint.xlsx,xlsx,12.977,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-09 TM Resumen de Validaciones Troncales al 30 Sep 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-09 TM Resumen de Validaciones Troncales al 30 Sep 2024 Intervalo 15 Mint.xlsx,xlsx,12.977,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-10 TM Resumen de Validaciones Troncales al 31 Oct 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-10 TM Resumen de Validaciones Troncales al 31 Oct 2024 Intervalo 15 Mint.xlsx,xlsx,13.054,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-10 TM Resumen de Validaciones Troncales al 31 Oct 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-10 TM Resumen de Validaciones Troncales al 31 Oct 2024 Intervalo 15 Mint.xlsx,xlsx,13.054,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-11 TM Resumen de Validaciones Troncales al 30 Nov 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-11 TM Resumen de Validaciones Troncales al 30 Nov 2024 Intervalo 15 Mint.xlsx,xlsx,13.108,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-11 TM Resumen de Validaciones Troncales al 30 Nov 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-11 TM Resumen de Validaciones Troncales al 30 Nov 2024 Intervalo 15 Mint.xlsx,xlsx,13.108,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Dic 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Dic 2024 Intervalo 15 Mint.xlsx,xlsx,13.258,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2024-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Dic 2024 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2024-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Dic 2024 Intervalo 15 Mint.xlsx,xlsx,13.258,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,xlsx,10.899,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,xlsx,10.899,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,xlsx,10.899,,,,,,,22.0,35.0,0,0,6,13.12,2.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 Ene 2024.xlsx,xlsx,10.899,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,xlsx,11.048,,,,,,,300.0,33.0,0,0,6,0.0,0.0,,30,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,xlsx,11.048,,,,,,,300.0,33.0,0,0,6,0.0,0.0,,30,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,xlsx,11.048,,,,,,,22.0,35.0,0,0,6,17.79,2.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 29 Feb 2024.xlsx,xlsx,11.048,,,,,,,11.0,32.0,0,0,0,27.84,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,xlsx,10.948,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,xlsx,10.948,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,xlsx,10.948,,,,,,,22.0,35.0,0,0,6,13.12,2.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-03 TM Reporte de Validaciones Zonales Intervalo al 31 Mar 2024.xlsx,xlsx,10.948,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,xlsx,10.92,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,xlsx,10.92,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,xlsx,10.92,,,,,,,22.0,35.0,0,0,6,19.61,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-04 TM Reporte de Validaciones Zonales Intervalo al 30 Abril 2024.xlsx,xlsx,10.92,,,,,,,11.0,32.0,0,0,0,27.56,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,xlsx,10.944,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,xlsx,10.944,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
