sector,ruta,archivo,formato,tamano_mb,error_lectura,encoding,separador,crs,geometria,filas_totales,filas_muestra,columnas,n_unnamed,n_cols_vacias,filas_titulo_omitidas,pct_nulos_total,duplicados,columnas_territoriales,variables_numericas,variables_categoricas,variables_temporales,variables_espaciales,encoding_legacy,muestra_por_performance,bbox_fuera_bogota,problemas_detectados,capa_hoja
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,xlsx,10.944,,,,,,,22.0,35.0,0,0,6,17.4,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-05 TM Reporte de Validaciones Zonales Intervalo al 31 Mayo 2024.xlsx,xlsx,10.944,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,xlsx,10.898,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,xlsx,10.898,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,xlsx,10.898,,,,,,,22.0,35.0,0,0,6,19.61,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-06 TM Reporte de Validaciones Zonales Intervalo al 30 Junio 2024.xlsx,xlsx,10.898,,,,,,,11.0,32.0,0,0,0,27.56,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,xlsx,10.942,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,xlsx,10.942,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,xlsx,10.942,,,,,,,22.0,35.0,0,0,6,17.92,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-07 TM Reporte de Validaciones Zonales Intervalo al 31 Julio 2024.xlsx,xlsx,10.942,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,xlsx,11.211,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,xlsx,11.211,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,xlsx,11.211,,,,,,,22.0,35.0,0,0,6,17.92,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-08 TM Reporte de Validaciones Zonales Intervalo al 31 Agosto 2024.xlsx,xlsx,11.211,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,xlsx,10.991,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,xlsx,10.991,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,xlsx,10.991,,,,,,,22.0,35.0,0,0,6,20.13,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-09 TM Reporte de Validaciones Zonales Intervalo al 30 Septiembre 2024.xlsx,xlsx,10.991,,,,,,,11.0,32.0,0,0,0,27.56,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,xlsx,11.019,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,xlsx,11.019,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,xlsx,11.019,,,,,,,22.0,35.0,0,0,6,21.95,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-10 TM Reporte de Validaciones Zonales Intervalo al 31 Octubre 2024.xlsx,xlsx,11.019,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,xlsx,11.028,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,xlsx,11.028,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,31,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,xlsx,11.028,,,,,,,22.0,35.0,0,0,6,24.03,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-11 TM Reporte de Validaciones Zonales Intervalo al 30 Noviembre 2024.xlsx,xlsx,11.028,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,xlsx,11.024,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,xlsx,11.024,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,xlsx,11.024,,,,,,,22.0,35.0,0,0,6,17.92,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,MOVILIDAD\Validaciones\2024-Zonal-12 TM Reporte de Validaciones Zonales Intervalo al 31 de Diciembre 2024.xlsx,xlsx,11.024,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-01 TM Resumen de Validaciones Troncales al 31 de Enero 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-01 TM Resumen de Validaciones Troncales al 31 de Enero 2025 Intervalo 15 Mint.xlsx,xlsx,12.995,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-01 TM Resumen de Validaciones Troncales al 31 de Enero 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-01 TM Resumen de Validaciones Troncales al 31 de Enero 2025 Intervalo 15 Mint.xlsx,xlsx,12.995,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-02 TM Resumen de Validaciones Troncales al 28 de Febrero 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-02 TM Resumen de Validaciones Troncales al 28 de Febrero 2025 Intervalo 15 Mint.xlsx,xlsx,13.734,,,,,,,300.0,34.0,0,0,6,0.0,0.0,,29,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-02 TM Resumen de Validaciones Troncales al 28 de Febrero 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-02 TM Resumen de Validaciones Troncales al 28 de Febrero 2025 Intervalo 15 Mint.xlsx,xlsx,13.734,,,,,,,5.0,32.0,0,0,0,41.88,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-03 TM Resumen de Validaciones Troncales al 31 de Marzo 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-03 TM Resumen de Validaciones Troncales al 31 de Marzo 2025 Intervalo 15 Mint.xlsx,xlsx,13.696,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-03 TM Resumen de Validaciones Troncales al 31 de Marzo 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-03 TM Resumen de Validaciones Troncales al 31 de Marzo 2025 Intervalo 15 Mint.xlsx,xlsx,13.696,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-04 TM Resumen de Validaciones Troncales al 30 de Abril 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-04 TM Resumen de Validaciones Troncales al 30 de Abril 2025 Intervalo 15 Mint.xlsx,xlsx,13.645,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-04 TM Resumen de Validaciones Troncales al 30 de Abril 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-04 TM Resumen de Validaciones Troncales al 30 de Abril 2025 Intervalo 15 Mint.xlsx,xlsx,13.645,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-05 TM Resumen de Validaciones Troncales al 31 de Mayo 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-05 TM Resumen de Validaciones Troncales al 31 de Mayo 2025 Intervalo 15 Mint.xlsx,xlsx,13.685,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-05 TM Resumen de Validaciones Troncales al 31 de Mayo 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-05 TM Resumen de Validaciones Troncales al 31 de Mayo 2025 Intervalo 15 Mint.xlsx,xlsx,13.685,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-06 TM Resumen de Validaciones Troncales al 30 de Junio 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-06 TM Resumen de Validaciones Troncales al 30 de Junio 2025 Intervalo 15 Mint.xlsx,xlsx,13.4,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-06 TM Resumen de Validaciones Troncales al 30 de Junio 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-06 TM Resumen de Validaciones Troncales al 30 de Junio 2025 Intervalo 15 Mint.xlsx,xlsx,13.4,,,,,,,5.0,32.0,0,0,0,41.25,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-07 TM Resumen de Validaciones Troncales al 31 de Julio 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-07 TM Resumen de Validaciones Troncales al 31 de Julio 2025 Intervalo 15 Mint.xlsx,xlsx,13.837,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-07 TM Resumen de Validaciones Troncales al 31 de Julio 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-07 TM Resumen de Validaciones Troncales al 31 de Julio 2025 Intervalo 15 Mint.xlsx,xlsx,13.837,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-08 TM Resumen de Validaciones Troncales al 31 de Agosto del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-08 TM Resumen de Validaciones Troncales al 31 de Agosto del 2025 Intervalo 15 Mint.xlsx,xlsx,13.478,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-08 TM Resumen de Validaciones Troncales al 31 de Agosto del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-08 TM Resumen de Validaciones Troncales al 31 de Agosto del 2025 Intervalo 15 Mint.xlsx,xlsx,13.478,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-09 TM Resumen de Validaciones Troncales al 30 de Septiembre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-09 TM Resumen de Validaciones Troncales al 30 de Septiembre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.733,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-09 TM Resumen de Validaciones Troncales al 30 de Septiembre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-09 TM Resumen de Validaciones Troncales al 30 de Septiembre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.733,,,,,,,5.0,32.0,0,0,0,40.62,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-10 TM Resumen de Validaciones Troncales al 31 de Octubre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-10 TM Resumen de Validaciones Troncales al 31 de Octubre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.669,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-10 TM Resumen de Validaciones Troncales al 31 de Octubre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-10 TM Resumen de Validaciones Troncales al 31 de Octubre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.669,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-11 TM Resumen de Validaciones Troncales al 30 de Noveimbre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-11 TM Resumen de Validaciones Troncales al 30 de Noveimbre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.723,,,,,,,300.0,36.0,0,0,6,0.0,0.0,,31,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-11 TM Resumen de Validaciones Troncales al 30 de Noveimbre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-11 TM Resumen de Validaciones Troncales al 30 de Noveimbre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.723,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Diciembre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Diciembre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.84,,,,,,,300.0,37.0,0,0,6,0.0,0.0,,32,5,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Validaciones Tullave
raw,raw\MOVILIDAD\Validaciones\2025-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Diciembre del 2025 Intervalo 15 Mint.xlsx,MOVILIDAD\Validaciones\2025-Troncal-12 TM Resumen de Validaciones Troncales al 31 de Diciembre del 2025 Intervalo 15 Mint.xlsx,xlsx,13.84,,,,,,,5.0,32.0,0,0,0,40.0,1.0,,31,1,0,0,False,True,False,"nulos_altos, duplicados, sin_columna_territorial, muestra_por_performance",Validacion Datos
raw,raw\MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,xlsx,10.969,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
raw,raw\MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,xlsx,10.969,,,,,,,300.0,35.0,0,0,6,0.0,0.0,,32,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta Intervalo
raw,raw\MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,xlsx,10.969,,,,,,,22.0,35.0,0,0,6,17.92,3.0,,32,3,0,0,False,True,False,"encabezado_detectado, duplicados, sin_columna_territorial, muestra_por_performance",Resumen Perfil Tarjeta
raw,raw\MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,MOVILIDAD\Validaciones\2025-Zonal-01 TM Reporte de Validaciones Zonales Intervalo al 31 de Enero 2025.xlsx,xlsx,10.969,,,,,,,11.0,32.0,0,0,0,27.27,2.0,,0,32,0,0,False,True,False,"duplicados, sin_columna_territorial, muestra_por_performance",Validador Reporte
raw,raw\MOVILIDAD\Validaciones\2025-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 28 de Febrero 2025.xlsx,MOVILIDAD\Validaciones\2025-Zonal-02 TM Reporte de Validaciones Zonales Intervalo al 28 de Febrero 2025.xlsx,xlsx,10.928,,,,,,,300.0,32.0,0,0,6,0.0,0.0,,29,3,0,0,False,True,False,"encabezado_detectado, sin_columna_territorial, muestra_por_performance",Resumen Operador Ruta
