zona;fase;componente;estatus_vinculacion;combustible;modelo;codigo_bus;fecha_vinculacion;accesible;edad;matricula;descripcion_estado_vinculacion;descripcion_nivel_emision;descripcion_tipo
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2091;25/06/2014;NO ACCESIBLE;10;WGI540;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2092;25/06/2014;NO ACCESIBLE;10;WGI542;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2093;25/06/2014;NO ACCESIBLE;10;WGI539;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2094;27/06/2014;NO ACCESIBLE;10;WGI567;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2095;3/07/2014;NO ACCESIBLE;10;WGI568;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2096;4/07/2014;NO ACCESIBLE;10;WGI569;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2097;25/06/2014;NO ACCESIBLE;10;WGI570;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2098;25/06/2014;NO ACCESIBLE;10;WGI571;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2099;7/07/2014;NO ACCESIBLE;10;WGI572;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2100;25/06/2014;NO ACCESIBLE;10;WGI577;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2101;4/07/2014;NO ACCESIBLE;10;WGI578;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2102;25/06/2014;NO ACCESIBLE;10;WGI579;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2103;3/07/2014;NO ACCESIBLE;10;WGI580;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2104;4/07/2014;NO ACCESIBLE;10;WGI581;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2105;27/06/2014;NO ACCESIBLE;10;WGI582;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2106;3/07/2014;NO ACCESIBLE;10;WGI583;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2107;4/07/2014;NO ACCESIBLE;10;WGI584;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2108;3/07/2014;NO ACCESIBLE;10;WGI585;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2109;4/07/2014;NO ACCESIBLE;10;WGI586;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2110;4/07/2014;NO ACCESIBLE;10;WGI587;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2111;3/07/2014;NO ACCESIBLE;10;WGI588;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-2112;3/07/2014;NO ACCESIBLE;10;WGI589;Vinculado;EURO V;BUS (40)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-4265;8/01/2014;NO ACCESIBLE;10;WDE101;Vinculado;EURO V;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-4310;16/01/2014;CON ELEVADOR;10;WDG576;Vinculado;EURO V;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-4313;16/01/2014;CON ELEVADOR;10;WDG589;Vinculado;EURO V;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7002;27/07/2020;NO ACCESIBLE;10;WGI612;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7004;22/05/2021;NO ACCESIBLE;10;WGI614;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7005;14/08/2014;NO ACCESIBLE;10;WGI615;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7006;2/09/2014;NO ACCESIBLE;10;WGI616;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7007;15/08/2014;NO ACCESIBLE;10;WGI617;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7008;15/08/2014;NO ACCESIBLE;10;WGI618;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7009;3/08/2020;NO ACCESIBLE;10;WGI619;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7010;3/08/2020;NO ACCESIBLE;10;WGI620;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7011;15/08/2014;NO ACCESIBLE;10;WGI621;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7012;13/08/2014;NO ACCESIBLE;10;WGI622;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7013;3/08/2020;NO ACCESIBLE;10;WGI623;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7014;19/08/2014;NO ACCESIBLE;10;WGI624;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7015;13/08/2014;NO ACCESIBLE;10;WGI625;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7016;3/08/2020;NO ACCESIBLE;10;WGI626;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7018;15/08/2014;NO ACCESIBLE;10;WGI628;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7019;14/08/2014;NO ACCESIBLE;10;WGI629;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7020;22/08/2014;NO ACCESIBLE;10;WGI630;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7021;27/07/2020;NO ACCESIBLE;10;WGI631;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7023;15/08/2014;NO ACCESIBLE;10;WGI633;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7024;15/08/2014;NO ACCESIBLE;10;WGI634;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7025;29/07/2019;NO ACCESIBLE;10;WGI635;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7026;29/07/2019;NO ACCESIBLE;10;WGI636;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7027;15/08/2014;NO ACCESIBLE;10;WGI637;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7028;27/07/2020;NO ACCESIBLE;10;WGI638;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7029;29/07/2019;NO ACCESIBLE;10;WGI639;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7030;5/08/2014;NO ACCESIBLE;10;WGI640;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7031;20/08/2014;NO ACCESIBLE;10;WGI641;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7032;22/05/2021;NO ACCESIBLE;10;WGI642;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7033;29/07/2019;NO ACCESIBLE;10;WGI643;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7034;15/08/2014;NO ACCESIBLE;10;WGI644;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7035;22/05/2021;NO ACCESIBLE;10;WGI645;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7036;27/07/2020;NO ACCESIBLE;10;WGI646;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7037;20/08/2014;NO ACCESIBLE;10;WGI647;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7038;19/08/2014;NO ACCESIBLE;10;WGK000;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7039;13/08/2014;NO ACCESIBLE;10;WGK001;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7040;27/07/2020;NO ACCESIBLE;10;WGK002;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7041;3/08/2020;NO ACCESIBLE;10;WGK003;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7042;20/08/2014;NO ACCESIBLE;10;WGK004;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7043;22/05/2021;NO ACCESIBLE;10;WGK005;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7044;19/08/2014;NO ACCESIBLE;10;WGK006;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7045;5/08/2014;NO ACCESIBLE;10;WGK007;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7046;13/08/2014;NO ACCESIBLE;10;WGK008;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7047;22/08/2014;NO ACCESIBLE;10;WGK009;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7048;15/08/2014;NO ACCESIBLE;10;WGK010;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7049;22/08/2014;NO ACCESIBLE;10;WGK011;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7051;22/08/2014;NO ACCESIBLE;10;WGK013;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7052;15/08/2014;NO ACCESIBLE;10;WGK014;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7053;15/08/2014;NO ACCESIBLE;10;WGK015;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7054;24/08/2020;NO ACCESIBLE;10;WGK016;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7055;24/08/2020;NO ACCESIBLE;10;WGK017;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7056;15/08/2014;NO ACCESIBLE;10;WGK018;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7058;3/08/2020;NO ACCESIBLE;10;WGK020;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7059;24/08/2020;NO ACCESIBLE;10;WGK021;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7060;15/08/2014;NO ACCESIBLE;10;WGK022;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7061;20/08/2014;NO ACCESIBLE;10;WGK023;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7062;22/08/2014;NO ACCESIBLE;10;WGK024;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7063;10/09/2014;NO ACCESIBLE;10;WGK025;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7064;3/08/2020;NO ACCESIBLE;10;WGK026;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7065;27/07/2020;NO ACCESIBLE;10;WGK027;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7067;22/08/2014;NO ACCESIBLE;10;WGK029;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7068;20/08/2014;NO ACCESIBLE;10;WGK030;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7069;13/08/2014;NO ACCESIBLE;10;WGK031;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7071;13/08/2014;NO ACCESIBLE;10;WGK033;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7072;3/08/2020;NO ACCESIBLE;10;WGK034;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7073;13/08/2014;NO ACCESIBLE;10;WGK035;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7074;29/10/2014;NO ACCESIBLE;10;WGK036;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7076;15/08/2014;NO ACCESIBLE;10;WGK038;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7077;22/05/2021;NO ACCESIBLE;10;WGK039;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7078;15/08/2014;NO ACCESIBLE;10;WGK040;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7079;22/08/2014;NO ACCESIBLE;10;WGK041;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7080;2/09/2014;NO ACCESIBLE;10;WGK042;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7082;22/08/2014;NO ACCESIBLE;10;WGK044;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7083;27/07/2020;NO ACCESIBLE;10;WGK045;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7084;19/08/2014;NO ACCESIBLE;10;WGK046;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7085;13/08/2014;NO ACCESIBLE;10;WGK047;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7086;11/09/2014;NO ACCESIBLE;10;WGK048;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7087;29/07/2019;NO ACCESIBLE;10;WGK049;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7088;13/08/2014;NO ACCESIBLE;10;WGK050;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7089;13/08/2014;NO ACCESIBLE;10;WGK051;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7090;22/08/2014;NO ACCESIBLE;10;WGK052;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7091;2/09/2014;NO ACCESIBLE;10;WGK053;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7092;22/08/2014;NO ACCESIBLE;10;WGK054;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7093;3/09/2014;NO ACCESIBLE;10;WGK055;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7094;29/07/2019;NO ACCESIBLE;10;WGK056;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7095;2/09/2014;NO ACCESIBLE;10;WGK057;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7096;27/07/2020;NO ACCESIBLE;10;WGK058;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7097;27/07/2020;NO ACCESIBLE;10;WGK059;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7098;3/08/2020;NO ACCESIBLE;10;WGK060;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7099;29/10/2014;NO ACCESIBLE;10;WGK061;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7100;15/08/2014;NO ACCESIBLE;10;WGK062;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7101;2/09/2014;NO ACCESIBLE;10;WGK063;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7102;3/08/2020;NO ACCESIBLE;10;WGK064;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7103;5/09/2014;NO ACCESIBLE;10;WGK065;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7104;29/07/2019;NO ACCESIBLE;10;WGI602;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7107;3/08/2020;NO ACCESIBLE;10;WGK069;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7108;15/08/2014;NO ACCESIBLE;10;WGK070;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7109;13/08/2014;NO ACCESIBLE;10;WGK071;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7110;13/08/2014;NO ACCESIBLE;10;WGK072;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7111;29/07/2019;NO ACCESIBLE;10;WGK073;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7112;22/05/2021;NO ACCESIBLE;10;WGK074;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7113;3/08/2020;NO ACCESIBLE;10;WGK075;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7114;22/08/2014;NO ACCESIBLE;10;WGK076;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7115;22/05/2021;NO ACCESIBLE;10;WGK077;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7116;22/05/2021;NO ACCESIBLE;10;WGK078;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7117;20/08/2014;NO ACCESIBLE;10;WGK079;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7118;3/08/2020;NO ACCESIBLE;10;WGK080;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7119;25/08/2014;NO ACCESIBLE;10;WGK081;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7120;22/05/2021;NO ACCESIBLE;10;WGK082;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7122;22/08/2014;NO ACCESIBLE;10;WGK084;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7123;22/08/2014;NO ACCESIBLE;10;WGK085;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7124;2/09/2014;NO ACCESIBLE;10;WGK086;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7125;12/09/2014;NO ACCESIBLE;10;WGK087;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7126;28/08/2014;NO ACCESIBLE;10;WGK088;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2014;Z25-7127;3/08/2020;NO ACCESIBLE;10;WGK089;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7128;12/09/2014;NO ACCESIBLE;10;WGK090;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7129;29/07/2019;NO ACCESIBLE;10;WHQ835;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7130;9/10/2014;NO ACCESIBLE;10;WHQ836;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7131;6/10/2014;NO ACCESIBLE;10;WHQ837;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7132;30/09/2014;NO ACCESIBLE;10;WHQ838;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2015;Z25-7133;29/07/2019;NO ACCESIBLE;10;WHQ839;Vinculado;EURO V;BUS (80)
Kennedy;Fase III;Zonal;Referente;DIESEL;2010;Z25-4382;16/12/2014;NO ACCESIBLE;10;VFE888;Vinculado;(<) A EURO IV;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2010;Z25-4385;17/07/2014;NO ACCESIBLE;10;VFE682;Vinculado;(<) A EURO IV;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2010;Z25-4420;30/07/2014;NO ACCESIBLE;10;VFE887;Vinculado;(<) A EURO IV;BUS (50)
Kennedy;Fase III;Zonal;Referente;DIESEL;2010;Z25-4534;7/10/2014;NO ACCESIBLE;10;VFE873;Vinculado;(<) A EURO IV;BUS (50)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2126;10/04/2014;NO ACCESIBLE;10;WEW616;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2127;10/04/2014;NO ACCESIBLE;10;WEW612;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2128;10/04/2014;NO ACCESIBLE;10;WEW609;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2129;10/04/2014;NO ACCESIBLE;10;WEW611;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2130;10/04/2014;NO ACCESIBLE;10;WEW619;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2131;21/04/2014;NO ACCESIBLE;10;WEW617;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2132;10/04/2014;NO ACCESIBLE;10;WEW624;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2133;10/04/2014;NO ACCESIBLE;10;WEW620;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2134;10/04/2014;NO ACCESIBLE;10;WEW618;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2135;10/04/2014;NO ACCESIBLE;10;WEW610;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2136;10/04/2014;NO ACCESIBLE;10;WEW626;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2137;10/04/2014;NO ACCESIBLE;10;WEW621;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2138;10/04/2014;NO ACCESIBLE;10;WEW629;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2139;10/04/2014;NO ACCESIBLE;10;WEW615;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2140;10/04/2014;NO ACCESIBLE;10;WEW623;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2141;10/04/2014;NO ACCESIBLE;10;WEW633;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2142;10/04/2014;NO ACCESIBLE;10;WEW625;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2143;10/04/2014;NO ACCESIBLE;10;WEW614;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2144;21/04/2014;NO ACCESIBLE;10;WEW627;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2014;Z10-2145;10/04/2014;NO ACCESIBLE;10;WEW622;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2146;10/04/2014;NO ACCESIBLE;10;WEW628;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2147;10/04/2014;NO ACCESIBLE;10;WEW631;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2148;4/08/2014;NO ACCESIBLE;10;WEW634;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2149;21/04/2014;NO ACCESIBLE;10;WEW630;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2150;10/04/2014;NO ACCESIBLE;10;WEW632;Vinculado;EURO IV;BUS (40)
Usaquén;Fase III;Zonal;Referente;DIESEL;2015;Z10-2151;10/04/2014;NO ACCESIBLE;10;WEW636;Vinculado;EURO IV;BUS (40)
