zona;fase;componente;estatus_vinculacion;combustible;modelo;codigo_bus;fecha_vinculacion;accesible;edad;matricula;descripcion_estado_vinculacion;descripcion_nivel_emision;descripcion_tipo
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E001;10/04/2012;PLATAFORMA ALTA;12;TGW242;Vinculado;EURO IV;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E002;10/04/2012;PLATAFORMA ALTA;12;TGW243;Vinculado;EURO IV;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E003;10/04/2012;PLATAFORMA ALTA;12;TGW244;Vinculado;EURO IV;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E004;10/04/2012;PLATAFORMA ALTA;12;TGW246;Vinculado;EURO IV;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E041;23/03/2012;PLATAFORMA ALTA;12;TGW247;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E042;10/04/2012;PLATAFORMA ALTA;12;TGW248;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E043;10/04/2012;PLATAFORMA ALTA;12;TGW488;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E044;23/03/2012;PLATAFORMA ALTA;12;TGW489;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E045;13/04/2012;PLATAFORMA ALTA;12;TGW490;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E046;13/04/2012;PLATAFORMA ALTA;12;TGW491;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E048;13/04/2012;PLATAFORMA ALTA;12;TGW805;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E050;13/04/2012;PLATAFORMA ALTA;12;TGW807;Vinculado;EURO IV;BIARTICULADO
ENGATIVÁ;FASE III;ALIMENTACIÓN;Reserva;DIESEL;2012;E0200;18/07/2012;ENTRADA BAJA;12;TAU152;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Reserva;DIESEL;2012;E0201;18/07/2012;ENTRADA BAJA;12;TAY883;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0202;18/07/2012;ENTRADA BAJA;12;TAZ259;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0203;18/07/2012;ENTRADA BAJA;12;TAY861;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0204;18/07/2012;ENTRADA BAJA;12;TAY759;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0205;18/07/2012;ENTRADA BAJA;12;TAY311;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0206;18/07/2012;ENTRADA BAJA;12;TAY386;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E005;26/06/2012;PLATAFORMA ALTA;12;TGX882;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E006;15/06/2012;PLATAFORMA ALTA;12;TGX722;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E007;21/06/2012;PLATAFORMA ALTA;12;TGX723;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E008;15/06/2012;PLATAFORMA ALTA;12;TGX724;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E009;15/06/2012;PLATAFORMA ALTA;12;TGX717;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E011;15/06/2012;PLATAFORMA ALTA;12;TGX720;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E012;15/06/2012;PLATAFORMA ALTA;12;TGX721;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E013;21/06/2012;PLATAFORMA ALTA;12;TAT879;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E014;15/06/2012;PLATAFORMA ALTA;12;TGX716;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E015;15/06/2012;PLATAFORMA ALTA;12;TGX715;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E017;21/06/2012;PLATAFORMA ALTA;12;TSM995;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E018;21/06/2012;PLATAFORMA ALTA;12;TAU256;Vinculado;EURO V;ARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E047;15/06/2012;PLATAFORMA ALTA;12;TGW496;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E049;15/06/2012;PLATAFORMA ALTA;12;TGW806;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E051;26/06/2012;PLATAFORMA ALTA;12;TGX881;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E052;15/06/2012;PLATAFORMA ALTA;12;TGX710;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E053;15/06/2012;PLATAFORMA ALTA;12;TGX709;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E054;15/06/2012;PLATAFORMA ALTA;12;TGX712;Vinculado;EURO V;BIARTICULADO
ENGATIVÁ;FASE III;TRONCAL;Referente;DIESEL;2012;E055;21/06/2012;PLATAFORMA ALTA;12;TSM996;Vinculado;EURO V;BIARTICULADO
Engativá;Fase III;Zonal;Reserva;DIESEL;2008;Z50-4031;21/12/2012;NO ACCESIBLE;12;VEO675;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2010;Z50-4002;14/09/2019;NO ACCESIBLE;12;SMS901;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4015;21/12/2012;NO ACCESIBLE;12;SMX958;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4017;21/12/2012;NO ACCESIBLE;12;SMX976;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4018;21/12/2012;NO ACCESIBLE;12;SMX979;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4021;21/12/2012;NO ACCESIBLE;12;SMS621;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4022;21/12/2012;NO ACCESIBLE;12;VFC961;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4023;21/12/2012;NO ACCESIBLE;12;VFE588;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2010;Z50-4024;14/09/2019;NO ACCESIBLE;12;SMS924;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4025;28/09/2012;NO ACCESIBLE;12;SMS902;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4027;21/12/2012;NO ACCESIBLE;12;SMS903;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4030;21/12/2012;NO ACCESIBLE;12;SMY361;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2010;Z50-4034;21/12/2012;NO ACCESIBLE;12;SMX691;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4000;14/09/2019;NO ACCESIBLE;12;SMS575;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2011;Z50-4001;13/07/2012;NO ACCESIBLE;12;SMS577;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4003;14/09/2019;NO ACCESIBLE;12;SMZ392;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4004;14/09/2019;NO ACCESIBLE;12;SMZ398;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4005;14/09/2019;NO ACCESIBLE;12;SMZ399;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2011;Z50-4006;13/07/2012;NO ACCESIBLE;12;SMZ562;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4007;14/09/2019;NO ACCESIBLE;12;SMZ563;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4008;14/09/2019;NO ACCESIBLE;12;SMZ567;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4009;14/09/2019;NO ACCESIBLE;12;SVS403;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4010;14/09/2019;NO ACCESIBLE;12;SVS404;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4011;14/09/2019;NO ACCESIBLE;12;SVS405;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2011;Z50-4012;13/07/2012;NO ACCESIBLE;12;SVS416;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2011;Z50-4013;13/07/2012;NO ACCESIBLE;12;SVS418;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Reserva;DIESEL;2011;Z50-4014;13/07/2012;NO ACCESIBLE;12;SVS421;Vinculado;(<) A EURO IV;BUS (50)
Engativá;Fase III;Zonal;Referente;DIESEL;2011;Z50-4026;14/09/2019;NO ACCESIBLE;12;SMY976;Vinculado;(<) A EURO IV;BUS (50)
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D001;13/04/2012;PLATAFORMA ALTA;12;TGX070;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D002;13/04/2012;PLATAFORMA ALTA;12;TGX071;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D003;13/04/2012;PLATAFORMA ALTA;12;TGX069;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D004;13/04/2012;PLATAFORMA ALTA;12;TGW960;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D005;13/04/2012;PLATAFORMA ALTA;12;TGX051;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D006;13/04/2012;PLATAFORMA ALTA;12;TGX074;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D007;13/04/2012;PLATAFORMA ALTA;12;TGX076;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D008;13/04/2012;PLATAFORMA ALTA;12;TGX052;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D009;13/04/2012;PLATAFORMA ALTA;12;TGX075;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D010;16/04/2012;PLATAFORMA ALTA;12;TGX182;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D011;26/05/2012;PLATAFORMA ALTA;12;TGX973;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D012;26/05/2012;PLATAFORMA ALTA;12;TGX894;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D013;26/05/2012;PLATAFORMA ALTA;12;TGX974;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D014;26/05/2012;PLATAFORMA ALTA;12;TGY042;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D015;26/05/2012;PLATAFORMA ALTA;12;TGY041;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D016;26/05/2012;PLATAFORMA ALTA;12;TGX972;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D017;26/05/2012;PLATAFORMA ALTA;12;TGY044;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D018;26/05/2012;PLATAFORMA ALTA;12;TGY040;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D019;26/05/2012;PLATAFORMA ALTA;12;TGY045;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D020;26/05/2012;PLATAFORMA ALTA;12;TGY043;Vinculado;EURO IV;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D100;26/03/2012;PLATAFORMA ALTA;12;TGW270;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D101;26/03/2012;PLATAFORMA ALTA;12;TGW802;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D102;3/04/2012;PLATAFORMA ALTA;12;TGW955;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D103;3/04/2012;PLATAFORMA ALTA;12;TGW956;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D104;3/04/2012;PLATAFORMA ALTA;12;TGW952;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D105;3/04/2012;PLATAFORMA ALTA;12;TGW957;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D106;3/04/2012;PLATAFORMA ALTA;12;TGW964;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D107;3/04/2012;PLATAFORMA ALTA;12;TGW971;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D108;3/04/2012;PLATAFORMA ALTA;12;TGW962;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D109;13/04/2012;PLATAFORMA ALTA;12;TGW959;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D110;13/04/2012;PLATAFORMA ALTA;12;TGW969;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D112;13/04/2012;PLATAFORMA ALTA;12;TGW958;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D113;16/04/2012;PLATAFORMA ALTA;12;TGW972;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D114;13/04/2012;PLATAFORMA ALTA;12;TGW967;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D115;16/04/2012;PLATAFORMA ALTA;12;TGX026;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D116;26/05/2012;PLATAFORMA ALTA;12;TGY046;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D117;26/05/2012;PLATAFORMA ALTA;12;TGY049;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D118;26/05/2012;PLATAFORMA ALTA;12;TGY053;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D119;26/05/2012;PLATAFORMA ALTA;12;TGY052;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D120;26/05/2012;PLATAFORMA ALTA;12;TGY054;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N100;28/03/2012;PLATAFORMA ALTA;12;TGW803;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N101;13/04/2012;PLATAFORMA ALTA;12;TGW968;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N102;16/04/2012;PLATAFORMA ALTA;12;TGW965;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N103;13/04/2012;PLATAFORMA ALTA;12;TGW963;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N104;13/04/2012;PLATAFORMA ALTA;12;TGX027;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N105;13/04/2012;PLATAFORMA ALTA;12;TGW974;Vinculado;EURO IV;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N106;26/05/2012;PLATAFORMA ALTA;12;TGX468;Vinculado;EURO IV;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D021;4/06/2012;PLATAFORMA ALTA;12;TSM663;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D022;4/06/2012;PLATAFORMA ALTA;12;TSM675;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D023;4/06/2012;PLATAFORMA ALTA;12;TSM672;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D024;4/06/2012;PLATAFORMA ALTA;12;TSM671;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D025;4/06/2012;PLATAFORMA ALTA;12;TSM670;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D026;4/06/2012;PLATAFORMA ALTA;12;SXO123;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D027;4/06/2012;PLATAFORMA ALTA;12;TSM669;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D028;4/06/2012;PLATAFORMA ALTA;12;TSM668;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D029;4/06/2012;PLATAFORMA ALTA;12;TSM673;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D030;4/06/2012;PLATAFORMA ALTA;12;TSM674;Vinculado;EURO V;ARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D121;26/05/2012;PLATAFORMA ALTA;12;TGY047;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D122;4/06/2012;PLATAFORMA ALTA;12;TSM678;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D123;4/06/2012;PLATAFORMA ALTA;12;TSM696;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D124;4/06/2012;PLATAFORMA ALTA;12;TSM695;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D125;4/06/2012;PLATAFORMA ALTA;12;TSM697;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D126;4/06/2012;PLATAFORMA ALTA;12;TSM679;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D127;26/10/2012;PLATAFORMA ALTA;12;TSO256;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D128;19/11/2012;PLATAFORMA ALTA;12;TSO244;Vinculado;EURO V;BIARTICULADO
SAN CRISTÓBAL;FASE III;TRONCAL;Referente;DIESEL;2012;D129;26/10/2012;PLATAFORMA ALTA;12;TSO258;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N107;26/05/2012;PLATAFORMA ALTA;12;TGY048;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N108;4/06/2012;PLATAFORMA ALTA;12;TSM677;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N109;4/06/2012;PLATAFORMA ALTA;12;TSM698;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N110;26/10/2012;PLATAFORMA ALTA;12;TSO255;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N111;26/10/2012;PLATAFORMA ALTA;12;TSO253;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N112;26/10/2012;PLATAFORMA ALTA;12;TSO262;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N113;26/10/2012;PLATAFORMA ALTA;12;TSO242;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N114;26/10/2012;PLATAFORMA ALTA;12;TSO243;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N115;26/10/2012;PLATAFORMA ALTA;12;TSO261;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N116;26/10/2012;PLATAFORMA ALTA;12;TSO260;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N117;26/10/2012;PLATAFORMA ALTA;12;TSO259;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N118;8/11/2012;PLATAFORMA ALTA;12;TSO245;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N119;26/10/2012;PLATAFORMA ALTA;12;TSO251;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N120;26/10/2012;PLATAFORMA ALTA;12;TSO252;Vinculado;EURO V;BIARTICULADO
USAQUÉN;FASE III;TRONCAL;Referente;DIESEL;2012;N121;26/10/2012;PLATAFORMA ALTA;12;TSO254;Vinculado;EURO V;BIARTICULADO
Ciudad Bolívar;Fase III;Zonal;Reserva;DIESEL;2010;Z80-4000;30/07/2012;NO ACCESIBLE;12;SMX689;Vinculado;(<) A EURO IV;BUS (50)
Ciudad Bolívar;Fase III;Zonal;Reserva;DIESEL;2011;Z80-4045;7/11/2012;NO ACCESIBLE;12;SWT314;Vinculado;(<) A EURO IV;BUS (50)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0207;16/01/2013;ENTRADA BAJA;11;TUN278;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0208;16/01/2013;ENTRADA BAJA;11;TUN282;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0209;16/01/2013;ENTRADA BAJA;11;TUN280;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0210;16/01/2013;ENTRADA BAJA;11;TUN279;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0211;16/01/2013;ENTRADA BAJA;11;TUN281;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0212;16/01/2013;ENTRADA BAJA;11;TUN381;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0213;16/01/2013;ENTRADA BAJA;11;TUN283;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0214;16/01/2013;ENTRADA BAJA;11;TUN284;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0215;16/01/2013;ENTRADA BAJA;11;TUN335;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0216;16/01/2013;ENTRADA BAJA;11;TUN336;Vinculado;EURO IV;ALIMENTADOR (80)
ENGATIVÁ;FASE III;ALIMENTACIÓN;Referente;DIESEL;2012;E0217;25/01/2013;ENTRADA BAJA;11;TUN338;Vinculado;EURO IV;ALIMENTADOR (80)
