latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
458.486.730.000.004;-740.750.826.999.999;;Point;Quemas ilegales;SANTA FE;Cra 1 # 1 D - 07;3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;100.273.092.081;987.434.601.518
458.486.730.000.004;-740.750.826.999.999;;Point;Riesgo por amenaza de caída de infraestructura física;SANTA FE;Cra 1 # 1 D - 07;3;Gestión de riesgos;Infraestructura;GE004;JEAN PAUL TOLOSA;100.273.092.081;987.434.601.518
458.661.830.000.006;-740.713.364;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 5 Este # 2 C - 51;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.688.948.876;989.372.082.931
458.571.030.000.007;-740.718.841.999.999;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Tv 5 Bis Este # 2 - 98;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.628.148.161;988.367.538.125
458.571.030.000.007;-740.718.841.999.999;;Point;Tenencia inadecuada de animales de compañía;SANTA FE;Tv 5 Bis Este # 2 - 98;3;Fauna;Fauna doméstica y animales de compañía;FD001;JEAN PAUL TOLOSA;100.628.148.161;988.367.538.125
458.571.030.000.007;-740.718.841.999.999;;Point;Vectores;SANTA FE;Tv 5 Bis Este # 2 - 98;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;100.628.148.161;988.367.538.125
458.023.260.000.005;-740.732.905;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 7 B Este # 1 - 61;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.472.096.784;982.307.634.815
458.023.260.000.005;-740.732.905;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 7 B Este # 1 - 61;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.472.096.784;982.307.634.815
457.959.940.000.006;-740.700.634;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 11 B Este # 1 - 16;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.830.347.266;981.607.527.153
457.959.940.000.006;-740.700.634;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 11 B Este # 1 - 16;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.830.347.266;981.607.527.153
457.777.480.000.004;-740.709.169;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Tv 10 Este # 3 Sur 20;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.735.620.729;979.588.950.907
457.777.480.000.004;-740.709.169;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Tv 10 Este # 3 Sur 20;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.735.620.729;979.588.950.907
457.777.480.000.004;-740.709.169;;Point;Cortes ilegales de arboles;SANTA FE;Tv 10 Este # 3 Sur 20;3;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;JEAN PAUL TOLOSA;100.735.620.729;979.588.950.907
458.763.320.000.003;-740.702.702;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 3 A Bis # 5 - 35 Este;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.807.295.601;990.494.948.216
458.763.320.000.003;-740.702.702;;Point;Inestabilidad de taludes y muros de contención;SANTA FE;Cll 3 A Bis # 5 - 35 Este;3;Gestión de riesgos;Infraestructura;GE003;JEAN PAUL TOLOSA;100.807.295.601;990.494.948.216
458.822.690.000.005;-740.662.875;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;SANTA FE;Cra 7 Este # 6 - 19;3;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;JEAN PAUL TOLOSA;101.249.406.511;99.115.221.633
458.732.420.000.007;-740.763.305;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 2 A # 2 - 90;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.134.547.037;990.152.426.573
458.732.420.000.007;-740.763.305;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 2 A # 2 - 90;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.134.547.037;990.152.426.573
458.732.420.000.007;-740.763.305;;Point;Inestabilidad de taludes y muros de contención;SANTA FE;Cll 2 A # 2 - 90;3;Gestión de riesgos;Infraestructura;GE003;JEAN PAUL TOLOSA;100.134.547.037;990.152.426.573
458.986.690.000.006;-740.774.170.999.999;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 5 # 3-14;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.013.896.716;992.965.188.182
458.986.690.000.006;-740.774.170.999.999;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 5 # 3-14;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.013.896.716;992.965.188.182
458.986.690.000.006;-740.774.170.999.999;;Point;Vectores;SANTA FE;Cra 5 # 3-14;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;100.013.896.716;992.965.188.182
459.131.040.000.005;-740.804.183;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 6 # 8 - 32;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;996.807.208.019;994.561.754.873
459.131.040.000.005;-740.804.183;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 6 # 8 - 32;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;996.807.208.019;994.561.754.873
459.210.110.000.004;-740.815.401;;Point;Quemas ilegales;SANTA FE;Cra 9 # 3-22;3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;995.561.828.586;995.436.357.922
459.210.110.000.004;-740.815.401;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 9 # 3-22;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;995.561.828.586;995.436.357.922
459.210.110.000.004;-740.815.401;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 9 # 3-22;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;995.561.828.586;995.436.357.922
459.210.110.000.004;-740.815.401;;Point;Vectores;SANTA FE;Cra 9 # 3-22;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;995.561.828.586;995.436.357.922
459.091.860.000.007;-740.835.701.999.999;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 10 # 1 B - 66;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;993.308.350.861;994.128.007.736
459.091.860.000.007;-740.835.701.999.999;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 10 # 1 B - 66;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;993.308.350.861;994.128.007.736
459.468.163.000.003;-740.814.179;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 10 con Cll 6;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;995.697.221.486;998.291.099.104
459.468.163.000.003;-740.814.179;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 10 con Cll 6;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;995.697.221.486;998.291.099.104
459.468.163.000.003;-740.814.179;;Point;Quemas ilegales;SANTA FE;Cra 10 con Cll 6;3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;995.697.221.486;998.291.099.104
459.468.163.000.003;-740.814.179;;Point;Percepción de olores ofensivos;SANTA FE;Cra 10 con Cll 6;3;Contaminación;Contaminación del aire;CA004;JEAN PAUL TOLOSA;995.697.221.486;998.291.099.104
459.371.460.000.006;-740.829.990.999.999;;Point;Disposición inadecuada de residuos especiales y/o peligrosos;SANTA FE;Cll 3 No. 10-83;3;Contaminación;Manejo inadecuado de residuos sólidos;CR003;JEAN PAUL TOLOSA;993.942.049.204;997.221.157.606
459.371.460.000.006;-740.829.990.999.999;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 3 No. 10-83;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;993.942.049.204;997.221.157.606
459.371.460.000.006;-740.829.990.999.999;;Point;Quemas ilegales;SANTA FE;Cll 3 No. 10-83;3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;993.942.049.204;997.221.157.606
459.444.880.000.007;-740.853.418;;Point;Cortes ilegales de arboles;SANTA FE;Cll 3 A No. 12 A - 36;3;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES002;JEAN PAUL TOLOSA;991.341.378.664;998.033.144.385
459.444.880.000.007;-740.853.418;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 3 A No. 12 A - 36;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;991.341.378.664;998.033.144.385
459.419.080.000.004;-740.866.142;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Diag 2 con Av caracas;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;989.928.929.292;997.747.610.459
459.419.080.000.004;-740.866.142;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Diag 2 con Av caracas;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;989.928.929.292;997.747.610.459
4.595.409;-740.856.462;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 4 No. 12A 25;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;991.003.377.996;999.095.343.253
4.595.409;-740.856.462;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 4 No. 12A 25;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;991.003.377.996;999.095.343.253
460.174.030.000.007;-74.080.823;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 14 No. 10-54;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;996.356.892.857;100.609.986.233
461.872.040.000.003;-74.064.011;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 3 D No. 33-58;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;101.501.729.644;102.488.616.784
461.872.040.000.003;-74.064.011;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 3 D No. 33-58;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.501.729.644;102.488.616.784
461.872.040.000.003;-74.064.011;;Point;Vectores;SANTA FE;Cra 3 D No. 33-58;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;101.501.729.644;102.488.616.784
461.781.960.000.008;-740.628.803;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 2 No. 32-99;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;101.627.254.586;102.388.979.728
461.781.960.000.008;-740.628.803;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 2 No. 32-99;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.627.254.586;102.388.979.728
461.781.960.000.008;-740.628.803;;Point;Vectores;SANTA FE;Cra 2 No. 32-99;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;101.627.254.586;102.388.979.728
461.603.010.000.005;-740.616.324;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cra 1 con Cll 32;3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;101.765.801.384;102.191.031.271
461.603.010.000.005;-740.616.324;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 1 con Cll 32;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.765.801.384;102.191.031.271
461.603.010.000.005;-740.616.324;;Point;Ocupación por habitante de calle y cambuches;SANTA FE;Cra 1 con Cll 32;3;Estructura ecológica principal y espacios del agua;Invasión EEP;EI003;JEAN PAUL TOLOSA;101.765.801.384;102.191.031.271
461.518.380.000.007;-740.724.734.999.999;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 26 con Av Caracas (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.562.391.686;102.097.274.236
461.518.380.000.007;-740.724.734.999.999;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 26 con Av Caracas (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.562.391.686;102.097.274.236
461.518.380.000.007;-740.724.734.999.999;;Point;Vectores;SANTA FE;Cll 26 con Av Caracas (bajo el puente);3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;100.562.391.686;102.097.274.236
461.518.380.000.007;-740.724.734.999.999;;Point;Quemas ilegales;SANTA FE;Cll 26 con Av Caracas (bajo el puente);3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;100.562.391.686;102.097.274.236
461.361.960.000.005;-740.717.169;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 26 con Cra 13 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;10.064.639.657;101.924.242.198
461.361.960.000.005;-740.717.169;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 26 con Cra 13 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;10.064.639.657;101.924.242.198
461.361.960.000.005;-740.717.169;;Point;Vectores;SANTA FE;Cll 26 con Cra 13 (bajo el puente);3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;10.064.639.657;101.924.242.198
461.361.960.000.005;-740.717.169;;Point;Quemas ilegales;SANTA FE;Cll 26 con Cra 13 (bajo el puente);3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;10.064.639.657;101.924.242.198
461.208.220.000.003;-740.706.706;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 26 con Cra 10 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;100.762.559.909;101.754.178.441
461.208.220.000.003;-740.706.706;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 26 con Cra 10 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.762.559.909;101.754.178.441
461.208.220.000.003;-740.706.706;;Point;Vectores;SANTA FE;Cll 26 con Cra 10 (bajo el puente);3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;100.762.559.909;101.754.178.441
461.208.220.000.003;-740.706.706;;Point;Quemas ilegales;SANTA FE;Cll 26 con Cra 10 (bajo el puente);3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;100.762.559.909;101.754.178.441
460.967;-7.406.787;;Point;Disposición ilegal de Residuos de Construcción y Demolición;SANTA FE;Cll 26 con Cra 5 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR002;JEAN PAUL TOLOSA;101.073.472.497;101.487.360.703
460.967;-7.406.787;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 26 con Cra 5 (bajo el puente);3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.073.472.497;101.487.360.703
460.967;-7.406.787;;Point;Vectores;SANTA FE;Cll 26 con Cra 5 (bajo el puente);3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;101.073.472.497;101.487.360.703
460.967;-7.406.787;;Point;Quemas ilegales;SANTA FE;Cll 26 con Cra 5 (bajo el puente);3;Contaminación;Contaminación del aire;CA005;JEAN PAUL TOLOSA;101.073.472.497;101.487.360.703
461.396.850.000.006;-740.662.904;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 4 A No. 27 - 10;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.248.764.425;101.962.905.145
461.396.850.000.006;-740.662.904;;Point;Ruido por música estridente;SANTA FE;Cra 4 A No. 27 - 10;3;Contaminación;Contaminación por ruido;CR002;JEAN PAUL TOLOSA;101.248.764.425;101.962.905.145
4.616.542;-740.657.362;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 4 A No. 30-34;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;101.310.251.408;102.247.607.563
4.616.542;-740.657.362;;Point;Disposición inadecuada de grasas y aceites;SANTA FE;Cra 4 A No. 30-34;3;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH002;JEAN PAUL TOLOSA;101.310.251.408;102.247.607.563
461.774.770.000.005;-740.687.546;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cll 32 con Cra 7;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.975.178.698;102.380.951.724
461.774.770.000.005;-740.687.546;;Point;Percepción de olores ofensivos;SANTA FE;Cll 32 con Cra 7;3;Contaminación;Contaminación del aire;CA004;JEAN PAUL TOLOSA;100.975.178.698;102.380.951.724
461.774.770.000.005;-740.687.546;;Point;Vectores;SANTA FE;Cll 32 con Cra 7;3;Fauna;Presencia de vectores;FV001;JEAN PAUL TOLOSA;100.975.178.698;102.380.951.724
461.467.730.000.004;-74.069.459;;Point;Disposición inadecuada de residuos sólidos;SANTA FE;Cra 7 No. 27-75;3;Contaminación;Manejo inadecuado de residuos sólidos;CR004;JEAN PAUL TOLOSA;100.897.023.565;10.204.127.782
461.467.730.000.004;-74.069.459;;Point;Percepción de olores ofensivos;SANTA FE;Cra 7 No. 27-75;3;Contaminación;Contaminación del aire;CA004;JEAN PAUL TOLOSA;100.897.023.565;10.204.127.782
45.499;-74.113.209;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;SAN CRISTOBAL;Cll 49b Bis Sur # 5d;4;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;VIVIANA VASQUEZ;96.040.868.809;948.748.737.972
4.571.791;-74.079.684;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;SAN CRISTOBAL;Cra 10C Este # 13 Sur;4;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;VIVIANA VASQUEZ;997.624.361.955;972.968.368.214
4.570.909;-74.094.393;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Cra 5A # 27 Sur;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;981.295.665.337;971.991.297.733
457.026.682.100.008;-740.935.238.499.999;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Cra. 6 #24A-30 Sur;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;982.260.579.895;971.280.954.442
457.395.649.100.005;-74.092.751.374;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Ave 1ra de Mayo # 8 Sur;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;983.117.817.795;975.362.737.066
4.563.845;-7.406.461;;Point;Vertimientos aguas residuales domesticas;SAN CRISTOBAL;Cra 23 B Este # 12 Sur;4;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;VIVIANA VASQUEZ;101.435.933.026;96.417.978.778
454.116.455.600.007;-74.079.168.668;;Point;Especies vegetales invasoras;SAN CRISTOBAL;Diagonal 43 Sur #17 Bis B Este;4;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES004;VIVIANA VASQUEZ;998.199.610.314;939.087.743.005
458.838.766.800.005;-74.069.657.131;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Calle 48 Sur # 5 A Bis;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;100.875.343.275;991.329.656.244
455.341.214.800.006;-741.083.783.829.999;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Calle 48 P Sur # 5 A Bis;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;965.771.211.757;95.263.433.546
4.537.448;-74.092.858;;Point;Disposición inadecuada de residuos sólidos;SAN CRISTOBAL;Cra 8 A Este # 52 Sur;4;Contaminación;Manejo inadecuado de residuos sólidos;CR004;VIVIANA VASQUEZ;983.002.459.155;934.975.012.797
